Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
SO20,,34,0,0,0,0,5,0,40,39,0
SO21,,148,1,0,180,0,10,0,50,0,72
SO22,,507,6,48,249,61,17,0,41,0,64
SO23,,101,1,0,143,0,13,0,8,0,56
SO24,,32,1,0,34,0,4,0,50,0,50
SO30,,282,1,0,228,12,19,0,21,0,81
SO31,,88,0,0,105,0,6,0,67,0,110
SO32,,344,0,27,259,21,15,53,27,5,119
SO40,,363,4,0,339,0,19,0,32,0,60
SO41,YES,205,1,0,202,0,15,0,13,0,0
SO42,,143,2,0,43,0,13,0,15,0,103
SO43,,0,1,0,0,0,4,0,0,0,0
SO45,,190,1,0,199,0,17,0,24,0,114
SO50,,457,1,0,363,0,17,0,35,0,246
SO51,,285,0,0,0,0,15,0,40,21,42
SO52,,54,0,0,0,0,4,0,25,0,55
SO53,,216,1,106,254,90,9,0,44,36,42
SP1,,335,1,0,166,0,22,0,18,0,23
SP2,,62,3,15,85,18,21,0,10,0,25
SP3,,34,0,0,21,0,4,0,25,0,22
SP4,,96,0,0,149,0,18,0,6,0,28
SP5,,150,1,0,122,0,12,0,25,0,71
SP6,,166,0,0,85,0,11,0,0,0,0
SP7,,148,1,6,90,0,19,0,16,0,26
SP8,,139,0,0,59,0,7,0,14,0,15
SP9,,24,2,0,11,0,4,0,0,0,0
SP10,YES,420,0,0,0,0,13,0,8,0,0
SP11,,252,1,0,24,0,20,0,10,0,36
SR1,,0,0,0,0,0,1,0,0,0,0
SR2,,103,1,0,208,42,8,9,25,0,50
SR3,YES,220,2,0,224,0,5,0,20,0,0
SR4,,179,0,0,183,0,7,0,57,0,113
SR5,,262,3,0,213,0,25,0,8,30,12
SR6,,210,2,15,376,18,26,12,35,0,87
SR7,,270,1,0,270,0,17,12,29,0,123
SR8,,134,0,0,92,8,11,0,55,9,19
SS0,,294,0,0,332,30,22,0,41,0,118
SS1,,330,2,75,295,77,18,24,39,63,421
SS2,,203,2,0,260,0,14,0,29,0,144
SS3,,199,3,0,128,0,14,0,36,0,39
SS4,,55,1,0,0,30,2,0,0,0,0
SS5,,117,2,0,0,0,11,0,36,109,113
SS6,,166,0,0,0,0,9,0,11,0,12
SS7,,217,1,0,0,0,11,0,36,0,54
SS8,,96,0,0,0,0,4,0,50,0,44
SS9,,442,0,0,402,0,16,65,38,1,262
SS11,YES,16,0,0,18,0,7,0,14,0,0
SS12,YES,66,1,0,54,0,5,0,40,0,0
SS13,,0,0,0,18,0,3,0,0,0,0
SS14,,29,1,0,9,0,15,0,13,0,72
SS15,,47,1,0,64,0,8,0,0,0,0
SS16,,92,0,0,55,0,17,0,12,18,0
SS17,,321,4,65,382,0,21,0,29,251,283
ST1,,144,1,0,148,0,12,0,58,25,114
ST2,,241,1,0,368,0,14,0,0,0,0
ST3,,416,6,4,543,0,13,0,0,0,0
ST4,,519,1,12,587,71,27,0,19,0,318
ST5,,367,4,9,627,11,23,0,52,30,73
ST6,,456,1,20,672,0,22,28,32,178,238
ST7,,482,0,30,415,0,16,55,31,15,325
ST8,,153,1,0,72,0,11,0,18,0,26
ST9,YES,49,1,30,223,66,22,0,5,0,0
ST10,,192,1,0,181,0,19,0,47,0,60
ST11,,358,0,0,251,0,19,0,42,0,97
ST12,,0,1,0,23,0,7,0,14,0,24
ST13,,64,0,0,95,0,15,0,27,0,17
ST14,,70,0,1,45,0,6,0,33,0,17
ST15,,543,1,0,505,0,18,0,44,0,126
ST16,,181,5,8,225,0,20,0,55,0,171
ST17,,874,8,462,750,156,38,33,21,32,422
ST18,,114,1,73,192,42,22,0,14,0,111
ST19,,0,0,0,0,0,14,60,7,60,48
ST20,,80,0,0,70,0,8,0,38,0,45
ST21,,187,1,0,36,0,18,0,28,0,141
SW1E,,0,0,0,0,0,1,0,0,0,0
SW1H,,0,0,0,0,0,1,0,0,0,0
SW1P,,0,1,0,0,0,10,0,0,0,0
SW1V,,0,0,0,0,0,7,0,0,0,0
SW1W,,0,0,0,0,0,5,0,0,0,0
SW1X,,0,0,0,0,0,5,0,0,0,0
SW2,,0,7,0,0,0,16,0,0,0,0
SW3,,0,0,0,0,0,10,0,0,0,0
SW4,,0,1,0,0,0,17,0,0,0,0
SW5,,0,0,0,0,0,5,0,0,0,0
SW6,,0,1,0,0,0,25,0,0,0,0
SW7,,0,0,0,0,0,9,0,0,0,0
SW8,,0,0,0,0,0,9,0,0,0,0
SW9,,0,4,0,0,0,12,0,0,0,0
SW10,,0,0,0,0,0,6,0,0,0,0
SW11,,0,1,0,0,0,24,0,0,0,0
SW12,,0,0,0,0,0,16,0,0,0,0
SW13,,0,0,0,0,0,6,0,0,0,0
SW14,,0,0,0,0,0,6,0,0,0,0
SW15,,0,1,0,0,0,26,0,0,0,0
SW16,,0,4,0,0,0,16,0,0,0,0
SW17,,0,1,0,0,0,24,0,0,0,0
SW18,,0,2,0,0,0,18,0,0,0,0
SW19,,0,1,0,0,0,31,0,0,0,0
SW20,,0,0,0,0,0,14,0,0,0,0
SY1,,224,0,0,189,0,17,0,18,1,154
SY2,,50,0,0,79,0,5,0,40,0,37
SY3,,162,0,0,124,0,14,0,21,0,50
SY4,YES,80,1,33,147,44,6,0,67,0,0
SY5,,67,4,0,159,0,22,0,14,0,61
SY6,,56,1,0,42,0,11,0,45,0,12
SY7,,181,0,0,127,74,10,20,70,130,300
SY8,,197,0,0,151,0,14,0,36,0,102
SY9,,0,2,22,0,0,9,0,11,0,60
SY10,YES,5,0,0,118,0,7,0,14,0,0
SY11,,288,0,0,189,0,12,0,25,0,41
SY12,,24,0,0,22,0,2,0,50,0,18
SY13,,106,2,0,16,30,17,0,6,0,15
SY14,,49,0,0,38,0,2,0,0,0,0
SY15,,0,0,0,0,0,1,0,0,0,0
SY16,,0,1,0,0,0,0,0,0,0,0
SY22,,0,1,0,0,0,0,0,0,0,0
TA1,,208,0,0,176,27,16,25,25,10,92
TA2,YES,53,1,24,91,59,12,0,8,0,0
TA3,,119,0,0,84,31,16,14,31,0,177
TA4,,53,1,0,76,0,6,0,33,0,58
TA5,,0,0,0,14,0,3,0,0,0,0
TA6,,118,2,0,133,0,11,0,36,0,48
TA7,,57,0,0,92,0,9,0,0,0,0
TA8,,62,0,0,46,6,14,0,0,0,0
TA9,,0,0,0,21,0,4,0,0,0,0
TA10,,200,0,0,104,0,10,0,50,9,60
TA11,,0,1,0,39,0,5,0,0,0,0
TA12,,36,0,0,36,0,20,0,10,0,24
TA13,YES,23,1,0,24,0,2,0,50,0,0
TA14,YES,0,0,0,12,18,3,0,33,0,0
TA15,,0,0,0,0,0,1,0,100,0,24
TA16,,0,0,0,0,0,1,0,0,0,0
TA17,,0,0,0,0,0,1,0,0,0,0
TA18,,0,0,0,0,0,8,0,0,0,0
TA19,,12,0,0,0,0,6,0,17,0,31
TA20,,22,1,0,84,0,8,0,38,0,115
TA21,,55,0,0,44,0,13,0,15,0,12
TA22,,23,0,0,22,0,6,0,0,0,0
TA23,,0,0,0,0,0,2,0,0,0,0
TA24,,0,1,0,0,0,9,0,0,0,0
TD15,,103,3,0,49,0,9,0,22,0,32
TF1,YES,163,0,0,94,9,7,0,29,0,0
TF2,YES,94,1,0,62,0,6,0,67,0,0
TF3,,179,4,22,108,40,18,0,39,0,92
TF4,,40,0,0,18,0,4,0,25,0,18
TF5,,53,0,0,119,0,14,0,0,0,0
TF6,YES,7,1,0,29,0,7,0,14,0,0
TF7,,104,4,0,84,0,12,0,33,0,20
TF8,,21,0,0,19,0,2,0,0,0,0
TF9,YES,66,0,0,101,0,20,0,5,0,0
TF10,,120,0,0,229,0,24,0,8,0,84
TF11,,67,0,0,50,0,12,0,0,0,0
TF12,,75,0,0,89,0,9,0,56,0,53
TF13,,0,0,0,22,0,3,0,0,0,0
TN1,,0,0,0,0,0,1,0,0,0,0
TN2,,92,0,26,55,80,8,80,50,85,21
TN3,,84,1,0,50,12,6,0,17,0,46
TN4,,127,3,0,34,0,14,0,29,12,60
TN5,,98,2,0,70,0,10,0,30,23,96
TN6,,140,1,0,167,0,10,0,20,12,94
TN7,,24,2,0,20,0,9,0,11,0,12
TN8,,8,0,0,9,0,1,0,100,0,4
TN9,,73,0,0,40,0,10,0,10,0,30
TN10,YES,21,0,0,16,0,2,0,50,0,0
TN11,,183,1,0,77,0,15,0,20,0,33
TN12,,70,0,0,30,0,4,0,50,0,46
TN13,,286,0,0,210,0,23,0,22,0,89
TN14,,245,0,0,172,0,10,0,20,0,12
TN15,YES,88,0,0,74,0,4,0,25,0,0
TN16,,13,3,0,0,0,7,0,29,0,43
TN17,,85,2,0,66,0,23,0,13,116,108
TN18,,136,0,0,39,0,3,0,0,0,0
TN19,YES,56,1,0,32,0,8,0,13,0,0
TN20,YES,15,0,0,13,0,2,0,50,0,0
TN21,,136,1,2,105,0,12,0,17,0,53
TN22,,373,3,0,283,0,21,0,19,0,118
TN23,,424,0,0,0,0,19,0,21,120,129
TN24,,72,1,0,0,0,9,0,33,29,54
TN25,,118,0,0,34,0,12,0,0,0,0
TN26,,47,0,0,30,0,1,0,0,0,0
TN27,,36,0,0,31,0,15,0,7,0,42
TN28,,0,0,0,0,0,3,0,0,0,0
TN29,,36,0,0,35,0,1,0,100,0,30
TN30,,34,0,0,0,0,6,0,0,0,0
TN31,,74,0,11,78,6,3,0,67,0,12
TN32,YES,48,0,0,43,0,2,0,50,0,0
TN33,,198,0,0,133,0,27,0,19,0,40
TN34,,12,0,9,44,0,6,0,0,0,0
TN35,,36,1,0,49,0,10,0,0,0,0
TN36,,11,1,0,13,0,1,0,0,0,0
TN37,,38,0,0,67,0,10,0,30,0,18
TN38,,34,0,0,49,0,2,0,50,0,20
TN39,YES,40,1,0,0,54,6,0,67,0,0
TN40,,0,1,0,61,0,2,0,0,0,0
TQ1,,287,1,0,238,0,17,0,35,118,54
TQ2,,201,3,0,270,0,16,0,25,0,124
TQ3,,52,0,0,99,0,10,0,30,0,70
TQ4,,306,1,0,170,0,20,41,20,0,33
TQ5,,81,4,0,80,0,19,0,16,0,102
TQ6,,0,1,0,39,0,5,0,0,0,0
TQ7,,120,1,0,129,0,16,0,19,54,266
TQ8,,12,3,59,12,15,12,0,25,0,96
TQ9,YES,125,1,0,108,0,13,0,15,0,0
TQ10,,43,0,0,47,0,4,0,25,0,27
TQ11,,38,2,0,21,0,8,0,75,0,8
TQ12,,453,3,0,423,37,17,0,29,0,134
TQ13,,83,0,0,127,0,6,0,33,0,65
TQ14,,125,0,18,93,0,7,0,71,0,133
TR1,,24,0,0,0,0,11,0,27,0,23
TR2,,45,0,0,0,0,9,0,56,0,63
TR3,,36,3,0,0,0,7,0,71,0,81
TR4,,32,0,0,0,0,11,0,27,0,24
TR5,,0,0,0,0,0,2,0,0,0,0
TR6,,0,0,0,0,0,1,0,0,0,0
TR7,,56,2,0,0,24,11,0,9,0,5
TR8,,30,0,0,0,0,5,0,20,0,21
TR9,,42,0,0,0,0,2,0,50,0,36
TR10,,21,0,0,0,0,3,0,67,0,24
TR11,,59,0,0,0,0,2,0,100,0,9
TR12,,65,0,0,0,0,8,0,13,0,12
TR13,,11,0,0,0,0,12,0,42,0,66
TR14,,36,2,0,0,0,14,0,36,0,71
TR15,,33,1,0,0,0,7,0,0,0,0
TR16,,29,1,0,0,0,7,0,43,0,24
TR17,,7,0,0,0,0,1,0,0,0,0
TR18,,112,1,0,0,9,8,0,38,0,183
TR19,,30,0,0,0,0,7,0,71,0,41
TR20,,62,1,0,0,0,11,0,27,0,38
TR21,,0,0,0,0,0,1,0,0,0,0
TR26,,8,1,0,0,0,4,0,25,0,20
TR27,,53,0,0,0,0,5,0,40,0,84
TS1,,72,1,24,58,15,7,0,29,0,25
TS2,,0,0,0,0,0,1,0,0,0,0
TS3,,98,0,2,119,0,13,0,23,0,24
TS4,,155,0,4,136,52,6,0,50,0,188
TS5,,116,2,6,160,59,13,0,38,0,44
TS6,,74,3,9,275,9,17,0,35,24,97
TS7,,20,1,0,21,0,7,0,0,0,0
TS8,,47,0,0,69,0,9,0,11,0,20
TS9,,32,2,0,57,0,14,0,0,0,0
TS10,,126,0,0,89,0,4,0,0,0,0
TS11,,0,1,0,0,0,5,0,20,0,53
TS12,,298,2,0,151,6,14,0,29,0,89
TS13,,21,0,0,0,0,6,0,0,0,0
TS14,,104,0,0,102,0,12,0,33,0,52
TS15,,78,0,0,70,0,16,0,6,0,16
TS16,,49,3,0,72,0,12,0,17,0,35
TS17,,196,4,0,221,0,17,0,0,0,0
TS18,,24,1,0,0,0,8,0,0,0,0
TS19,,175,2,7,88,0,7,0,0,0,0
TS20,,22,1,0,0,0,9,0,0,0,0
TS21,,103,0,0,117,0,19,0,0,0,0
TS22,,49,0,0,56,2,12,0,8,0,64
TS23,,0,1,0,68,0,17,0,12,0,14
TS24,,0,0,0,25,0,3,0,33,0,27
TS25,,88,1,0,60,0,6,0,0,0,0
TS26,,56,1,0,88,0,12,0,25,0,138
TS27,,26,1,0,75,0,7,0,0,0,0
TS28,,0,0,0,0,0,4,0,0,0,0
TS29,,0,0,0,14,0,4,0,100,0,17
TW1,,0,4,0,0,0,10,0,0,0,0
TW2,,0,4,0,0,0,17,0,0,0,0
TW3,,0,4,0,0,0,10,0,0,0,0
TW4,,0,0,0,0,0,8,0,0,0,0
TW5,,0,0,0,0,0,10,0,0,0,0
TW7,,0,0,0,0,0,16,0,0,0,0
TW8,,0,0,0,0,0,7,0,0,0,0
TW9,,0,2,0,0,0,10,0,0,0,0
TW10,,0,1,0,0,0,12,0,0,0,0
TW11,,0,3,0,0,0,7,0,0,0,0
TW12,,0,5,0,0,0,11,0,0,0,0
TW13,,0,1,0,0,0,15,0,0,0,0
TW14,,0,0,0,0,0,8,0,0,0,0
TW15,,332,0,0,230,0,13,0,23,0,180
TW16,,37,0,0,49,0,9,0,44,0,11
TW17,,43,0,0,24,0,4,0,50,0,25
TW18,,197,3,0,208,0,8,0,50,0,101
TW19,,223,3,0,34,0,16,20,31,0,117
TW20,,207,2,0,165,0,14,0,43,0,25
UB1,,0,0,0,0,0,16,0,0,0,0
UB2,,0,0,0,0,0,14,0,0,0,0
UB3,,0,1,0,0,0,15,0,0,0,0
UB4,,0,0,0,0,0,16,0,0,0,0
UB5,,0,1,0,0,0,12,0,0,0,0
UB6,,0,2,0,0,0,15,0,0,0,0
UB7,,0,3,0,0,0,12,0,0,0,0
UB8,,0,2,0,0,0,15,0,0,0,0
UB9,,0,1,0,0,0,5,0,0,0,0
UB10,,0,9,0,0,0,16,0,0,0,0
W1B,,0,0,0,0,0,3,0,0,0,0
W1D,,0,0,0,0,0,1,0,0,0,0
W1G,,0,0,0,0,0,1,0,0,0,0
W1H,,0,0,0,0,0,6,0,0,0,0
W1J,,0,0,0,0,0,1,0,0,0,0
W1K,,0,1,0,0,0,1,0,0,0,0
W1U,,0,0,0,0,0,3,0,0,0,0
W1W,,0,0,0,0,0,1,0,0,0,0
W2,,0,2,0,0,0,15,0,0,0,0
W3,,0,3,0,0,0,21,0,0,0,0
W4,,0,3,0,0,0,14,0,0,0,0
W5,,0,0,0,0,0,17,0,0,0,0
W6,,0,0,0,0,0,24,0,0,0,0
W7,,0,1,0,0,0,11,0,0,0,0
W8,,0,0,0,0,0,7,0,0,0,0
W9,,0,1,0,0,0,12,0,0,0,0
W10,,0,0,0,0,0,23,0,0,0,0
W11,,0,2,0,0,0,12,0,0,0,0
W12,,0,3,0,0,0,21,0,0,0,0
W13,,0,1,0,0,0,10,0,0,0,0
W14,,0,0,0,0,0,13,0,0,0,0
WA1,,96,0,0,88,0,8,0,75,32,21
WA2,YES,402,5,0,217,0,12,0,8,0,0
WA3,,182,0,0,313,0,26,0,12,56,15
WA4,,126,0,0,189,0,20,0,15,0,39
WA5,,361,0,0,508,0,22,0,55,0,105
WA6,,114,1,0,122,0,11,0,55,29,136
WA7,,206,2,0,275,20,9,0,11,0,40
WA8,YES,199,1,0,184,0,16,0,31,0,0
WA9,,192,0,0,0,0,18,0,28,0,117
WA10,,125,2,0,0,0,28,0,25,27,40
WA11,,135,1,0,0,36,13,0,23,0,39
WA12,,207,6,0,0,60,18,0,44,98,29
WA13,,81,1,0,122,0,9,0,0,0,0
WA14,,327,2,0,290,0,12,0,75,0,287
WA15,,404,3,0,348,0,21,0,33,0,222
WA16,,155,1,0,177,0,16,0,31,0,124
WC1A,,0,0,0,0,0,1,0,0,0,0
WC1B,,0,0,0,0,0,1,0,0,0,0
WC1H,,0,0,0,0,0,1,0,0,0,0
WC1N,,0,0,0,0,0,3,0,0,0,0
WC2B,,0,0,0,0,0,2,0,0,0,0
WC2E,,0,0,0,0,0,1,0,0,0,0
WD3,,195,0,124,310,0,13,0,23,72,90
WD4,,12,0,0,47,0,4,0,25,0,12
WD5,,272,0,0,100,0,10,36,30,0,119
WD6,,52,0,0,47,0,10,0,60,0,21
WD7,YES,147,2,0,96,0,17,0,29,0,0
WD17,,37,0,0,36,0,3,0,0,0,0
WD18,YES,48,1,0,45,0,10,0,10,0,0
WD19,,24,0,0,86,0,9,0,56,0,93
WD23,,125,2,0,136,0,26,0,4,0,21
WD24,,12,0,0,14,0,7,0,29,0,30
WD25,,0,1,9,31,0,11,24,27,0,47
WF1,,181,3,0,162,0,12,0,8,2,2
WF2,,154,0,0,181,0,21,0,19,0,112
WF3,,253,2,0,276,0,9,0,33,0,150
WF4,,197,1,0,251,0,9,0,67,0,104
WF5,,223,1,0,175,0,15,12,33,120,150
WF6,,41,1,0,40,6,7,0,0,0,0
WF7,,67,3,0,64,0,9,0,33,0,24
WF8,,210,0,0,220,0,17,0,29,0,42
WF9,,49,0,0,148,0,6,0,50,1,51
WF10,,69,2,0,47,0,5,0,40,0,48
WF11,,104,0,0,48,0,9,0,33,0,60
WF12,,112,0,0,0,4,5,0,40,67,28
WF13,,276,0,0,0,46,9,0,0,0,0
WF14,,195,1,0,0,40,14,45,79,32,274
WF15,,182,0,0,0,81,10,117,30,77,54
WF16,,112,2,0,0,0,9,0,67,29,46
WF17,,364,4,0,0,0,16,0,38,0,200
WN1,,69,0,0,81,0,11,0,0,0,0
WN2,,154,0,0,149,0,14,0,29,0,34
WN3,,208,1,0,163,0,19,0,16,0,125
WN4,,39,3,0,105,0,15,0,20,0,10
WN5,,80,0,0,80,0,8,0,75,0,80
WN6,,242,2,0,175,14,16,0,56,78,126
WN7,,102,0,0,90,0,8,0,50,0,60
WN8,,188,2,0,0,0,7,0,71,16,97
WR1,,26,1,0,33,0,10,0,0,0,0
WR2,,30,0,0,223,0,18,0,6,0,71
WR3,,75,0,8,147,9,3,0,100,0,85
WR4,,45,1,0,33,0,3,0,0,0,0
WR5,,125,1,0,87,0,15,0,13,0,40
WR6,,102,0,0,72,0,9,0,33,1,35
WR7,,94,4,24,42,0,23,0,26,162,186
WR8,,124,0,0,69,0,17,0,35,0,68
WR9,,327,1,0,163,0,18,26,28,100,131
WR10,,64,2,0,135,0,14,0,64,15,162
WR11,,123,3,41,329,47,16,7,44,0,224
WR12,,0,0,0,50,0,4,0,75,0,59
WR13,,63,0,10,46,0,17,0,29,84,41
WR14,,192,0,78,215,19,29,0,7,0,36
WR15,,26,0,0,18,0,1,0,100,0,25
WS1,,95,0,0,88,0,6,0,83,0,23
WS2,,59,2,0,116,7,11,0,55,0,100
WS3,,115,1,0,212,0,24,0,25,0,28
WS4,,183,4,56,68,36,14,18,64,0,80
WS5,,22,0,0,40,0,5,0,0,0,0
WS6,,148,2,0,351,0,20,0,0,0,0
WS7,,225,2,35,257,25,14,0,50,0,153
WS8,YES,145,1,0,106,0,8,0,38,0,0
WS9,,181,0,87,188,110,7,0,0,0,0
WS10,,184,0,0,60,0,18,0,0,0,0
WS11,,259,1,0,292,0,16,0,6,0,50
WS12,,527,1,9,419,9,16,0,38,0,274
WS13,,269,0,0,294,0,16,0,38,0,69
WS14,,175,0,18,238,0,16,0,25,36,156
WS15,,288,0,0,300,18,17,0,41,0,167
WV1,YES,298,1,0,187,0,10,0,10,0,0
WV2,,108,0,0,6,0,7,0,43,0,30
WV3,,355,0,157,528,148,23,0,35,0,141
WV4,,216,1,0,172,0,5,0,20,0,28
WV5,,115,2,1,123,0,10,0,30,10,128
WV6,YES,222,0,0,123,21,14,0,21,0,0
WV7,,18,0,0,0,0,3,0,0,0,0
WV8,,304,0,0,158,60,15,0,20,186,62
WV9,,0,2,0,17,0,15,0,27,0,45
WV10,,199,1,0,174,0,28,0,39,0,71
WV11,,327,0,0,393,28,14,0,36,0,99
WV12,,77,0,0,69,0,7,0,29,0,41
WV13,,50,2,21,53,6,3,17,100,0,6
WV14,YES,148,0,0,223,0,11,0,27,0,0
WV15,,0,0,0,0,0,3,0,0,0,0
WV16,,44,0,0,39,0,3,0,33,0,19
YO7,,29,1,4,67,7,6,0,33,12,48
YO8,,135,1,0,207,0,9,0,44,0,60
YO10,,255,3,0,131,12,14,0,43,0,66
YO11,,44,0,0,68,0,11,0,9,0,15
YO12,,164,1,0,182,0,18,0,11,0,82
YO13,,99,2,0,101,0,14,0,21,0,10
YO14,YES,55,0,0,52,0,3,0,67,0,0
YO15,,100,1,0,30,0,13,0,15,16,153
YO16,,52,0,0,33,0,5,0,0,0,0
YO17,YES,44,0,0,104,0,8,0,38,0,0
YO18,YES,42,0,0,76,0,8,0,13,0,0
YO19,,54,1,0,37,0,3,0,0,0,0
YO21,,0,0,0,26,0,5,0,20,0,9
YO22,YES,0,0,0,43,0,3,0,33,0,0
YO23,,144,2,0,156,0,12,0,25,0,26
YO24,,44,0,0,91,0,12,0,8,0,20
YO25,,241,2,0,240,49,14,4,29,0,101
YO26,,177,2,0,152,0,10,0,0,0,0
YO30,,37,0,0,27,0,9,0,0,0,0
YO31,YES,131,1,0,117,0,8,0,25,0,0
YO32,,386,6,0,251,0,31,0,13,0,133
YO41,,108,2,0,45,0,23,0,9,0,49
YO42,,116,1,18,60,18,22,0,18,30,49
YO43,,106,0,0,71,0,6,0,33,30,0
YO51,,12,0,0,53,0,8,0,0,0,0
YO60,,244,2,0,38,0,15,0,53,0,229
YO61,,134,3,0,98,0,11,0,27,0,54
YO62,,31,0,14,89,0,3,18,67,0,27
