Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
DY6,,359,3,0,472,30,13,0,31,0,21
DY7,,0,2,0,0,0,4,0,0,0,0
DY8,,431,9,13,575,12,19,0,16,36,1
DY9,,155,3,0,156,0,11,0,27,0,124
DY10,,220,2,14,268,3,14,0,43,0,53
DY11,,195,1,0,138,0,14,0,21,0,62
DY12,,158,1,0,47,0,6,0,33,0,52
DY13,,132,0,0,142,0,9,0,56,0,119
DY14,,58,0,77,76,0,6,0,67,0,13
E1,,0,0,0,0,0,41,0,0,0,0
E1W,,0,1,0,0,0,4,0,0,0,0
E2,,0,3,0,0,0,26,0,0,0,0
E3,,0,5,0,0,0,21,0,0,0,0
E4,,0,6,0,0,0,21,0,0,0,0
E5,,0,6,0,0,0,22,0,0,0,0
E6,,0,2,0,0,0,23,0,0,0,0
E7,,0,2,0,0,0,21,0,0,0,0
E8,,0,2,0,0,0,12,0,0,0,0
E9,,0,1,0,0,0,15,0,0,0,0
E10,,0,1,0,0,0,13,0,0,0,0
E11,,0,2,0,0,0,12,0,0,0,0
E12,,0,1,0,0,0,12,0,0,0,0
E13,,0,1,0,0,0,16,0,0,0,0
E14,,0,4,0,0,0,30,0,0,0,0
E15,,0,3,0,0,0,20,0,0,0,0
E16,,0,0,0,0,0,19,0,0,0,0
E17,,0,10,0,0,0,39,0,0,0,0
E18,,0,0,0,0,0,7,0,0,0,0
E20,,0,0,0,0,0,2,0,0,0,0
EC1M,,0,0,0,0,0,2,0,0,0,0
EC1N,,0,0,0,0,0,1,0,0,0,0
EC1R,,0,1,0,0,0,3,0,0,0,0
EC1V,,0,2,0,0,0,4,0,0,0,0
EC1Y,,0,0,0,0,0,1,0,0,0,0
EC2A,,0,0,0,0,0,2,0,0,0,0
EC2Y,,0,0,0,0,0,1,0,0,0,0
EC3A,,0,0,0,0,0,1,0,0,0,0
EC3N,,0,0,0,0,0,1,0,0,0,0
EC4M,,0,0,0,0,0,1,0,0,0,0
EC4V,,0,0,0,0,0,1,0,0,0,0
EN1,,0,1,0,0,0,17,0,0,0,0
EN2,,0,1,0,0,0,9,0,0,0,0
EN3,,0,0,0,0,0,25,0,0,0,0
EN4,,0,1,0,0,0,14,0,0,0,0
EN5,,0,1,0,0,0,12,0,0,0,0
EN6,,86,1,0,73,0,18,0,17,0,58
EN7,,56,0,0,52,0,9,0,11,0,24
EN8,,62,0,0,141,0,16,0,0,0,0
EN9,,67,0,0,12,0,6,24,50,0,132
EN10,,59,0,0,29,0,4,0,75,0,28
EN11,YES,180,0,0,146,0,12,0,17,0,0
EX1,,191,0,0,179,0,13,0,46,0,124
EX2,,173,1,100,272,48,21,39,43,1,102
EX3,YES,71,2,0,145,0,2,0,100,0,0
EX4,,327,1,0,163,0,18,26,28,100,131
EX5,,320,3,4,294,0,15,0,73,3,133
EX6,,68,2,0,112,0,11,0,64,0,63
EX7,YES,94,1,0,62,0,6,0,67,0,0
EX8,,409,1,7,384,0,12,0,58,0,84
EX9,,0,1,0,42,0,4,0,50,0,42
EX10,YES,80,1,33,147,44,6,0,67,0,0
EX11,,75,0,8,147,9,3,0,100,0,85
EX12,,39,0,0,80,0,3,0,100,0,41
EX13,,141,0,0,84,0,10,0,60,0,22
EX14,,226,1,0,187,30,10,0,90,7,105
EX15,,175,1,17,237,0,12,0,58,0,132
EX16,,447,2,0,288,17,20,24,75,0,85
EX17,,281,1,0,203,0,12,0,58,0,101
EX18,,48,0,0,32,0,2,0,0,0,0
EX19,YES,0,0,0,22,0,4,0,50,0,0
EX20,,45,3,0,12,0,13,0,54,1,197
EX21,,32,0,0,45,0,6,0,100,0,23
EX22,,30,0,0,0,0,8,0,75,10,39
EX23,,103,0,0,0,0,9,0,56,0,102
EX24,YES,0,0,0,12,18,3,0,33,0,0
EX31,,81,2,42,90,52,15,110,40,0,43
EX32,,207,1,0,118,0,16,0,19,0,40
EX33,,95,1,0,138,55,5,0,80,0,14
EX34,,51,0,0,59,0,7,0,29,0,24
EX35,YES,0,0,0,0,0,1,0,100,0,0
EX36,,110,0,0,57,23,6,0,50,0,85
EX37,,0,0,0,14,0,4,0,100,0,17
EX38,,31,0,58,59,28,4,6,50,0,30
EX39,,282,0,0,305,18,16,0,63,2,159
FY1,,70,1,0,57,0,6,0,83,0,59
FY2,,96,0,0,88,0,8,0,75,32,21
FY3,,221,1,6,249,0,13,0,46,70,106
FY4,,242,2,0,175,14,16,0,56,78,126
FY5,,228,4,0,283,9,13,0,38,0,88
FY6,,111,0,0,258,0,16,0,13,0,82
FY7,,173,0,0,118,0,10,0,0,0,0
FY8,YES,504,2,0,347,20,15,0,27,0,0
G64,,0,1,0,0,0,0,0,0,0,0
GL1,,225,2,37,180,45,17,0,29,0,67
GL2,,424,3,106,381,35,26,31,54,0,286
GL3,,159,1,21,249,38,16,18,38,0,24
GL4,,291,1,15,290,64,21,0,43,0,176
GL5,,192,1,0,181,0,19,0,47,0,60
GL6,,154,6,0,198,0,18,0,39,0,99
GL7,,251,0,55,272,43,27,0,70,0,168
GL8,,102,0,0,93,0,5,0,40,0,27
GL9,,59,0,0,0,0,2,0,100,0,9
GL10,,93,1,0,156,0,11,0,64,0,42
GL11,,117,2,11,112,0,10,0,60,0,66
GL12,,156,4,0,138,0,9,0,67,0,61
GL13,,38,0,0,25,0,5,0,40,0,12
GL14,,46,1,0,41,0,8,0,38,0,39
GL15,,103,1,0,146,0,13,0,46,0,69
GL16,,103,0,0,99,0,9,0,33,0,25
GL17,,80,1,0,70,0,7,0,71,0,34
GL18,,52,2,0,0,0,5,0,60,0,26
GL19,,92,0,0,111,0,10,0,60,0,39
GL20,,162,0,37,138,11,19,0,42,0,55
GL50,,26,1,0,75,0,7,0,0,0,0
GL51,,114,1,73,192,42,22,0,14,0,111
GL52,,259,1,0,238,9,17,6,47,0,123
GL53,,168,3,55,188,53,9,28,56,0,146
GL54,,121,1,36,108,16,16,0,69,0,109
GL55,,84,0,0,57,0,4,0,50,0,15
GL56,,90,0,0,47,0,4,0,50,0,41
GU1,,179,0,0,178,0,16,0,19,0,71
GU2,,178,2,0,184,0,12,0,17,0,70
GU3,,0,0,0,0,0,4,0,0,0,0
GU4,YES,116,3,0,108,0,6,0,17,0,0
GU5,YES,175,0,0,123,0,11,0,9,0,0
GU6,,109,1,0,108,0,9,0,11,0,49
GU7,,264,1,0,280,0,15,0,20,0,123
GU8,,169,1,0,319,0,11,0,18,0,12
GU9,YES,93,2,0,239,0,15,0,20,0,0
GU10,,74,2,0,86,0,12,0,8,0,32
GU11,,273,1,0,212,0,10,0,40,0,81
GU12,,125,0,18,93,0,7,0,71,0,133
GU14,,514,3,0,273,0,28,0,14,0,57
GU15,YES,41,1,0,52,0,12,0,8,0,0
GU16,,160,2,0,247,0,10,0,30,0,42
GU17,YES,88,0,0,74,0,4,0,25,0,0
GU18,YES,48,0,0,43,0,2,0,50,0,0
GU19,,107,0,0,110,0,3,0,0,0,0
GU20,,0,0,0,0,0,2,0,0,0,0
GU21,,363,4,0,339,0,19,0,32,0,60
GU22,,230,6,0,522,0,13,0,23,0,60
GU23,,74,0,0,44,0,2,0,0,0,0
GU24,,150,4,0,89,0,10,0,50,0,79
GU25,YES,68,0,0,0,0,3,0,33,0,0
GU26,,90,1,0,108,0,6,0,17,0,20
GU27,,170,1,0,237,0,9,0,33,0,52
GU28,,0,0,0,0,0,5,0,20,0,9
GU29,,0,0,0,27,0,5,0,20,0,40
GU30,,85,0,24,86,0,5,0,20,0,90
GU31,,70,0,1,45,0,6,0,33,0,17
GU32,,107,0,0,102,0,9,0,22,0,29
GU33,,99,0,0,95,0,5,0,40,0,92
GU34,,199,0,33,315,32,19,0,42,0,113
GU35,,51,2,0,68,4,8,0,13,0,29
GU46,,171,0,0,144,0,8,0,50,0,155
GU47,,117,2,0,117,0,7,0,14,0,6
GU51,,126,0,0,89,0,4,0,0,0,0
GU52,YES,259,0,0,332,0,9,0,22,0,0
HA0,,0,0,0,0,0,10,0,0,0,0
HA1,,0,1,0,0,0,14,0,0,0,0
HA2,,0,0,0,0,0,16,0,0,0,0
HA3,,0,2,0,0,0,26,0,0,0,0
HA4,,0,4,0,0,0,18,0,0,0,0
HA5,,0,1,0,0,0,16,0,0,0,0
HA6,YES,33,1,0,28,0,14,0,7,0,0
HA7,,0,0,0,0,0,8,0,0,0,0
HA8,,0,0,0,0,0,24,0,0,0,0
HA9,,0,0,0,0,0,17,0,0,0,0
HD1,,164,1,0,0,0,7,0,43,71,112
HD2,,182,0,0,0,42,9,8,33,87,88
HD3,,112,1,0,0,9,8,0,38,0,183
HD4,,195,1,0,0,40,14,45,79,32,274
HD5,,430,3,0,0,0,12,10,83,0,296
HD6,YES,249,1,0,206,0,15,0,27,0,0
HD7,,198,2,0,0,12,13,0,54,36,146
HD8,,356,6,0,0,0,19,24,89,158,381
HD9,,126,6,0,0,9,17,67,41,54,232
HG1,,111,2,0,214,0,13,0,15,0,56
HG2,YES,111,2,0,136,0,13,0,23,0,0
HG3,,16,1,0,46,0,25,0,8,0,15
HG4,YES,87,1,0,65,0,19,0,5,0,0
HG5,,28,0,8,43,0,9,0,22,0,52
HP1,,256,2,0,220,0,18,0,17,0,26
HP2,,35,1,0,74,0,18,0,11,0,52
HP3,,160,1,0,144,0,14,0,0,0,0
HP4,,274,2,13,67,12,15,10,27,0,75
HP5,,98,0,2,119,0,13,0,23,0,24
HP6,,104,0,0,102,0,12,0,33,0,52
HP7,YES,29,0,0,0,0,8,0,13,0,0
HP8,YES,23,1,0,24,0,2,0,50,0,0
HP9,,148,1,0,180,0,10,0,50,0,72
HP10,YES,24,0,0,106,0,7,0,29,0,0
HP11,,0,1,9,31,0,11,24,27,0,47
HP12,,43,1,0,48,0,9,0,22,0,46
HP13,,55,0,0,44,0,13,0,15,0,12
HP14,,78,2,0,167,0,10,0,40,0,30
HP15,,157,1,0,230,0,11,0,55,52,128
HP16,,90,0,0,72,0,7,0,43,0,74
HP17,,39,1,0,0,0,6,0,33,30,0
HP18,,111,0,0,47,0,12,0,42,0,30
HP19,,28,3,0,0,0,8,0,0,0,0
HP20,,22,0,0,40,0,5,0,0,0,0
HP21,,96,0,20,92,0,17,0,24,0,84
HP22,,117,3,9,233,0,13,0,46,0,120
HP23,,73,2,0,98,0,10,0,30,0,59
HP27,YES,7,1,0,29,0,7,0,14,0,0
HR1,,185,2,11,215,0,23,0,0,0,0
HR2,,116,0,12,210,0,20,0,0,0,0
HR3,,0,0,0,25,0,3,0,0,0,0
HR4,,241,1,0,368,0,14,0,0,0,0
HR5,,0,0,0,0,0,2,0,0,0,0
HR6,,103,2,0,181,0,14,0,0,0,0
HR7,,25,0,0,31,0,5,0,0,0,0
HR8,,57,0,0,92,0,9,0,0,0,0
HR9,,57,1,0,138,0,13,0,0,0,0
HU1,,0,0,0,0,0,2,0,0,0,0
HU2,,0,0,0,0,0,4,0,25,0,26
HU3,,368,0,0,99,0,12,0,42,44,98
HU4,,181,0,0,127,74,10,20,70,130,300
HU5,,572,2,0,243,0,13,0,31,12,282
HU6,,346,0,94,111,69,16,20,25,0,39
HU7,,792,1,0,178,0,19,0,37,10,371
HU8,,402,0,0,269,0,12,0,33,75,349
HU9,,271,0,5,59,0,18,0,22,112,108
HU10,YES,172,4,0,156,0,6,0,50,0,0
HU11,,23,0,0,22,0,6,0,0,0,0
HU12,YES,79,2,0,126,0,13,0,8,0,0
HU13,,24,2,0,11,0,4,0,0,0,0
HU14,YES,52,0,0,62,0,3,0,67,0,0
HU15,YES,203,3,0,161,0,9,0,11,0,0
HU16,YES,124,1,0,57,3,5,0,20,0,0
HU17,YES,233,2,10,288,0,18,0,33,0,0
HU18,YES,12,0,0,20,0,4,0,50,0,0
HU19,YES,0,0,0,43,0,3,0,33,0,0
HU20,,11,0,0,0,0,1,0,0,0,0
HX1,YES,298,1,0,187,0,10,0,10,0,0
HX2,YES,447,0,0,260,0,20,0,35,0,0
HX3,YES,384,2,0,372,0,22,0,45,0,0
HX4,YES,169,1,0,40,0,5,0,40,0,0
HX5,YES,43,0,0,42,0,6,0,33,0,0
HX6,YES,119,0,0,135,0,15,0,33,0,0
HX7,YES,235,0,0,241,0,11,0,55,0,0
IG1,,0,0,0,0,0,17,0,0,0,0
IG2,,0,1,0,0,0,7,0,0,0,0
IG3,,0,1,0,0,0,11,0,0,0,0
IG4,,0,0,0,0,0,4,0,0,0,0
IG5,,0,1,0,0,0,5,0,0,0,0
IG6,,0,0,0,0,0,12,0,0,0,0
IG7,YES,60,1,0,0,30,10,0,20,0,0
IG8,,0,0,0,0,0,17,0,0,0,0
IG9,,12,1,0,0,0,5,6,60,0,95
IG10,,60,1,0,0,6,14,24,50,35,180
IG11,,0,3,0,0,0,20,0,0,0,0
IP1,YES,68,1,0,10,0,18,0,6,0,0
IP2,YES,59,0,0,46,0,12,0,17,0,0
IP3,,24,0,0,0,0,11,0,0,0,0
IP4,,160,1,0,129,24,14,15,29,0,73
IP5,YES,220,2,0,224,0,5,0,20,0,0
IP6,,20,1,0,21,0,7,0,0,0,0
IP7,,70,2,0,58,0,12,0,50,0,61
IP8,,65,0,0,0,0,8,0,13,0,12
IP9,,36,0,0,79,0,10,0,30,0,49
IP10,,0,0,0,22,0,3,0,0,0,0
IP11,,107,0,0,127,0,11,0,9,0,24
IP12,,235,1,0,132,48,14,0,57,0,30
IP13,,86,2,0,45,0,13,0,38,0,12
IP14,,77,1,0,34,0,22,0,14,0,21
IP15,,0,0,0,0,0,1,0,0,0,0
IP16,,0,0,0,18,0,3,0,0,0,0
IP17,YES,25,1,0,19,0,8,0,13,0,0
IP18,,0,0,0,0,0,3,0,0,0,0
IP19,,31,0,0,0,0,5,0,20,0,12
IP20,,5,0,0,0,0,4,0,50,0,30
IP21,YES,51,1,0,0,0,8,0,38,0,0
IP22,,60,4,0,45,0,14,0,21,12,29
IP23,YES,9,0,0,8,0,6,0,17,0,0
IP24,,22,2,0,0,0,15,0,0,0,0
IP25,YES,0,0,0,0,0,8,0,13,0,0
IP26,,0,0,0,0,0,6,0,0,0,0
IP27,,53,0,0,0,0,5,0,40,0,84
IP28,,68,1,0,8,0,11,0,36,0,144
IP29,,0,0,0,50,0,4,0,75,0,59
IP30,,32,1,0,35,0,6,0,17,0,19
IP31,,129,2,0,24,0,11,0,45,0,43
IP32,,0,1,0,53,0,10,0,20,0,53
IP33,,44,3,0,99,2,12,0,50,0,21
KT1,,0,2,0,0,0,6,0,0,0,0
KT2,,0,1,0,0,0,19,0,0,0,0
KT3,,0,4,0,0,0,14,0,0,0,0
KT4,,15,0,0,0,0,8,0,13,0,21
KT5,,0,3,0,0,0,4,0,0,0,0
KT6,,0,1,0,0,0,14,0,0,0,0
KT7,,381,1,0,181,0,6,0,50,0,106
KT8,,251,2,0,177,0,7,0,29,0,78
KT9,,0,1,0,0,0,7,0,0,0,0
KT10,YES,161,0,0,504,0,10,0,40,0,0
KT11,YES,0,1,0,0,0,10,0,10,0,0
KT12,,404,2,0,245,0,11,0,45,0,102
KT13,,179,0,0,183,0,7,0,57,0,113
KT14,,136,0,0,138,0,5,0,60,0,44
KT15,,288,0,0,189,0,12,0,25,0,41
KT16,,62,1,0,0,0,11,0,27,0,38
KT17,,178,0,0,178,0,10,0,40,0,154
KT18,YES,148,3,0,182,0,8,0,25,0,0
KT19,,337,2,0,252,0,11,0,45,0,156
KT20,YES,147,1,0,277,0,10,0,10,0,0
KT21,,253,2,0,357,0,6,0,33,0,110
KT22,,278,1,0,364,0,14,0,21,0,80
KT23,,282,0,0,20,0,5,0,60,0,107
KT24,,84,0,0,113,0,5,0,40,0,91
L1,,0,0,0,0,0,5,0,0,0,0
L3,,9,1,0,0,0,3,0,0,0,0
L4,,216,1,0,0,53,13,0,8,0,5
L5,,166,0,0,0,0,9,0,11,0,12
L6,YES,17,1,0,0,0,7,0,14,0,0
L7,,93,0,0,0,16,10,0,0,0,0
L8,,107,0,0,0,45,15,0,13,0,30
L9,,145,1,0,0,0,12,0,0,0,0
L10,,116,1,0,0,0,5,0,0,0,0
L11,,151,0,0,0,0,11,0,18,0,30
L12,,210,1,0,0,11,14,43,36,0,125
L13,,135,1,0,0,36,13,0,23,0,39
L14,,33,0,0,0,0,9,0,11,0,7
L15,,174,1,0,0,45,14,0,14,0,32
L16,,54,0,0,0,0,4,0,25,0,55
L17,,128,3,0,0,0,9,0,0,0,0
L18,,276,0,0,0,46,9,0,0,0,0
L19,,123,0,0,0,0,9,0,0,0,0
L20,,124,1,0,0,0,12,0,8,0,45
L21,,87,0,0,0,0,11,0,18,0,28
L22,,70,0,0,0,0,3,0,0,0,0
L23,,208,2,0,0,60,20,22,5,0,22
L24,,60,0,0,17,0,5,0,0,0,0
L25,,202,3,0,0,0,14,0,21,0,119
L26,YES,72,0,0,0,0,7,0,14,0,0
L27,,22,0,0,0,0,3,0,0,0,0
L28,,0,0,0,0,0,4,0,0,0,0
L30,,93,0,0,0,19,9,0,22,0,44
L31,,205,0,0,0,0,15,0,13,0,57
L32,,79,1,0,0,0,9,0,0,0,0
L33,,28,0,0,0,0,6,0,0,0,0
L34,,101,0,0,0,0,7,0,43,0,52
L35,,144,1,0,0,24,13,0,15,0,28
L36,,120,0,0,0,158,17,0,12,0,63
L37,,212,3,0,0,66,9,0,33,0,169
L39,,220,2,0,36,0,16,0,31,0,173
L40,,192,0,0,0,0,18,0,28,0,117
LA1,,514,2,60,530,41,23,30,26,60,222
LA2,,368,0,0,324,39,20,8,30,0,62
LA3,,316,0,9,393,30,10,0,30,0,60
LA4,,490,0,0,454,0,8,0,38,0,292
LA5,,276,1,0,299,14,11,0,55,0,170
LA6,,170,1,0,213,0,13,0,31,0,31
LA7,,82,0,0,60,0,5,0,20,0,50
LA8,,66,0,0,90,0,8,0,63,0,36
LA9,,501,2,13,382,12,16,0,31,0,76
LA10,,34,0,0,21,0,4,0,25,0,22
LA11,,68,0,28,99,23,10,0,40,0,62
LA12,,249,1,49,184,0,12,0,42,0,97
LA13,,268,0,0,202,0,12,0,25,0,18
LA14,,328,0,0,339,0,21,0,43,0,203
LA15,,91,0,17,93,47,5,0,20,0,9
LA16,,29,0,0,30,0,2,0,0,0,0
LA17,,14,0,0,0,0,1,0,100,0,12
LA18,,118,0,0,123,0,7,0,29,0,18
LA19,,20,0,0,22,0,2,0,0,0,0
LA20,,26,0,0,18,0,1,0,100,0,25
LA21,,21,0,0,19,0,2,0,0,0,0
LA22,,38,1,0,50,0,4,0,50,0,9
LA23,,38,1,0,75,0,5,0,40,0,77
LE1,,0,1,0,0,0,3,0,0,0,0
LE2,,461,5,0,404,0,39,0,10,0,158
LE3,,594,4,0,617,3,33,0,12,0,286
LE4,,689,5,0,730,0,36,0,25,0,155
LE5,,588,0,0,513,0,42,0,5,0,79
LE6,,30,1,0,141,0,6,0,17,0,25
LE7,,67,4,0,159,0,22,0,14,0,61
LE8,,71,3,8,147,0,14,0,0,0,0
LE9,,125,2,0,136,0,26,0,4,0,21
LE10,YES,116,4,34,108,32,20,0,5,0,0
LE11,,79,1,6,163,0,27,0,11,0,48
LE12,,386,6,0,251,0,31,0,13,0,133
LE13,,42,0,0,84,0,10,0,10,0,22
LE14,,11,1,0,11,0,14,0,0,0,0
LE15,,233,5,74,255,69,25,17,44,0,149
LE16,,238,4,0,154,0,18,35,44,0,154
LE17,,0,0,0,0,10,13,0,15,0,36
LE18,,94,1,0,105,0,15,0,7,0,22
LE19,,83,0,0,127,0,6,0,33,0,65
LE65,,22,0,0,68,0,9,0,11,0,11
LE67,,120,3,24,276,0,30,0,7,0,7
LN1,,111,2,0,177,0,13,0,31,0,101
LN2,,186,4,0,295,0,19,0,21,38,154
LN3,,30,0,0,48,0,5,0,40,0,35
LN4,,344,3,0,141,11,20,0,30,0,127
LN5,,74,3,9,275,9,17,0,35,24,97
LN6,,500,1,0,531,34,33,0,27,0,211
LN7,,71,0,0,56,0,5,0,20,0,35
LN8,,167,2,0,11,0,10,0,30,0,40
LN9,,65,2,0,12,0,6,0,17,0,9
LN10,,73,0,0,65,0,4,0,25,0,20
LN11,,150,0,0,191,0,18,0,0,0,0
LN12,,0,0,0,21,0,4,0,0,0,0
LN13,,28,0,0,57,0,6,0,0,0,0
LS2,,65,0,8,60,10,1,0,100,9,60
LS3,,47,0,0,30,0,1,0,0,0,0
LS4,,82,2,0,83,0,4,0,50,13,57
LS5,,0,1,0,61,0,2,0,0,0,0
LS6,,94,6,0,123,0,9,0,22,1,61
LS7,,153,4,0,191,0,10,0,20,72,73
LS8,,521,7,98,430,162,12,0,25,160,36
LS9,,364,0,0,328,0,17,0,18,210,0
LS10,,224,0,12,266,0,18,0,44,103,377
LS11,,334,0,0,247,0,16,0,19,75,26
LS12,,155,0,0,145,0,15,0,20,97,54
LS13,,136,1,2,105,0,12,0,17,0,53
LS14,,142,1,0,223,0,14,0,21,56,103
LS15,,195,0,124,310,0,13,0,23,72,90
LS16,,442,5,13,364,7,16,0,44,74,275
LS17,,805,2,25,451,21,22,110,36,21,405
LS18,,207,3,30,239,26,9,0,22,1,92
LS19,,209,0,48,229,94,8,0,25,0,87
LS20,,96,0,0,175,0,5,0,20,0,45
LS21,,168,2,51,158,0,8,0,50,5,114
LS22,,85,0,0,153,0,7,0,29,0,56
LS23,,111,2,0,96,19,8,0,25,0,52
LS24,YES,13,3,0,0,0,8,0,13,0,0
LS25,,273,1,57,243,132,17,0,47,30,151
LS26,,192,1,16,225,0,11,0,36,49,122
LS27,,340,0,19,386,0,12,0,33,53,168
LS28,,395,2,10,387,0,18,0,28,138,177
LS29,,160,1,42,76,40,13,0,23,0,30
LU1,,120,0,0,229,0,24,0,8,0,84
LU2,,145,2,0,273,12,19,0,21,0,75
LU3,,85,2,0,66,0,23,0,13,116,108
LU4,,231,1,0,58,0,21,0,14,0,77
LU5,,325,0,0,410,2,22,0,27,0,84
LU6,,258,1,0,400,0,15,0,40,0,92
LU7,,1027,8,0,26,133,26,35,62,90,586
M2,,0,0,0,0,0,1,0,0,0,0
M3,,12,0,0,0,0,4,0,0,0,0
M4,YES,17,0,0,0,0,4,0,25,0,0
M5,,26,0,0,12,0,6,0,0,0,0
M6,,14,2,0,10,0,13,0,0,0,0
M7,,40,0,0,101,0,34,0,0,0,0
M8,,304,0,0,158,60,15,0,20,186,62
M9,,366,1,0,286,14,19,0,32,37,65
M11,,236,1,0,218,40,13,0,54,0,44
M12,,111,0,0,194,0,12,0,25,0,52
M13,,177,0,53,122,9,10,0,20,0,58
M14,,351,3,0,267,39,12,0,67,0,75
M15,,119,1,0,12,0,8,0,13,0,285
M16,,283,2,0,102,138,16,0,31,55,166
M18,,35,0,0,187,122,10,0,0,0,0
M19,,263,4,0,146,0,11,0,18,0,27
M20,,309,4,680,340,78,18,0,28,0,89
M21,,246,4,28,203,0,14,0,21,0,63
M22,YES,222,0,0,123,21,14,0,21,0,0
M23,,249,1,85,206,15,13,0,31,30,81
M24,,324,0,0,115,24,21,30,14,0,48
M25,YES,205,1,0,202,0,15,0,13,0,0
M26,,105,1,0,244,0,13,0,31,0,108
M27,,259,0,0,216,0,18,0,22,0,34
M28,,287,1,0,238,0,17,0,35,118,54
M29,,104,0,0,48,0,9,0,33,0,60
M30,,154,0,0,181,0,21,0,19,0,112
M31,,76,1,0,43,0,5,0,0,0,0
M32,,101,1,0,143,0,13,0,8,0,56
M33,,528,1,0,620,0,24,0,4,0,22
M34,,266,1,0,204,0,19,0,32,0,229
M35,,160,0,6,331,8,11,0,27,64,150
M38,YES,109,0,0,44,0,6,0,33,0,0
M40,,274,1,321,237,216,21,0,10,0,61
M41,,148,2,0,351,0,20,0,0,0,0
M43,,81,1,0,122,0,9,0,0,0,0
M44,,60,0,0,179,0,9,0,22,0,64
M45,,181,0,0,233,0,10,0,20,45,73
M46,,114,0,0,180,0,11,0,9,0,28
M50,,0,1,0,0,0,2,0,0,0,0
ME1,,53,1,0,70,0,18,0,6,0,31
ME2,,125,1,0,129,0,19,0,21,0,49
ME3,,138,1,0,113,0,12,0,50,60,36
ME4,,78,0,0,70,0,16,0,6,0,16
ME5,,139,1,0,115,0,18,0,33,0,64
ME6,,32,1,0,34,0,4,0,50,0,50
ME7,,127,1,0,130,0,17,0,24,0,20
ME8,,152,1,0,146,0,18,0,28,0,82
ME9,,182,1,0,85,0,16,0,50,0,166
ME10,,87,1,0,32,0,21,0,29,186,44
ME11,,0,0,0,0,0,1,0,0,0,0
ME12,,166,0,0,85,0,11,0,0,0,0
ME13,,244,2,0,38,0,15,0,53,0,229
ME14,,182,1,0,0,16,12,0,42,88,149
ME15,YES,145,4,0,0,4,18,0,6,0,0
ME16,,106,2,0,16,30,17,0,6,0,15
ME17,,85,1,0,11,24,15,0,27,0,84
ME18,,81,1,0,8,0,4,0,25,0,24
ME19,,242,0,0,210,0,13,0,0,0,0
ME20,,127,1,10,141,0,9,0,22,0,58
MK2,,0,1,0,23,0,7,0,14,0,24
MK3,,183,1,6,136,4,14,0,14,0,37
MK4,,214,0,0,86,11,6,0,0,0,0
MK5,,133,0,0,139,3,8,0,13,2,30
MK6,YES,50,1,0,63,0,15,0,7,0,0
MK7,,47,1,0,41,0,6,0,0,0,0
MK8,,44,0,8,41,0,8,0,38,0,39
MK9,,0,0,0,0,0,1,0,0,0,0
MK10,,245,0,12,230,0,7,0,43,3,156
MK11,,37,0,0,36,0,3,0,0,0,0
MK12,,43,0,17,225,0,7,0,0,0,0
MK13,,51,1,0,64,0,7,0,0,0,0
MK14,YES,80,0,0,79,0,12,0,8,0,0
MK15,,0,2,0,0,0,1,0,0,0,0
MK16,,133,1,7,121,5,8,0,13,4,60
MK17,,208,0,0,176,27,16,25,25,10,92
MK18,,141,0,0,408,12,21,0,29,0,41
MK19,YES,44,0,0,104,0,8,0,38,0,0
MK40,,51,2,0,141,0,13,0,38,0,115
MK41,,417,3,29,373,56,18,0,39,0,65
MK42,,239,1,17,198,11,25,0,40,0,91
MK43,,200,2,12,229,12,20,0,30,5,61
MK44,,64,2,0,135,0,14,0,64,15,162
MK45,,333,1,0,0,0,23,0,52,35,169
MK46,,31,0,0,35,0,3,0,0,0,0
N1,,0,4,0,0,0,38,0,0,0,0
N1C,,0,0,0,0,0,3,0,0,0,0
N2,,0,0,0,0,0,8,0,0,0,0
N3,,0,1,0,0,0,11,0,0,0,0
N4,,0,6,0,0,0,13,0,0,0,0
N5,,0,0,0,0,0,9,0,0,0,0
N6,,0,2,0,0,0,8,0,0,0,0
N7,,0,0,0,0,0,14,0,0,0,0
N8,,0,3,0,0,0,16,0,0,0,0
N9,,0,3,0,0,0,18,0,0,0,0
N10,,0,0,0,0,0,13,0,0,0,0
N11,,0,1,0,0,0,14,0,0,0,0
N12,,0,1,0,0,0,13,0,0,0,0
N13,,0,2,0,0,0,7,0,0,0,0
N14,,0,0,0,0,0,17,0,0,0,0
N15,,0,6,0,0,0,18,0,0,0,0
N16,,0,15,0,0,0,42,0,0,0,0
N17,,0,2,0,0,0,27,0,0,0,0
N18,,0,0,0,0,0,7,0,0,0,0
N19,,0,1,0,0,0,10,0,0,0,0
N20,,0,0,0,0,0,10,0,0,0,0
N21,,0,0,0,0,0,9,0,0,0,0
N22,,0,0,0,0,0,17,0,0,0,0
NE1,,0,2,0,0,0,1,0,0,0,0
NE2,YES,131,1,0,117,0,8,0,25,0,0
NE3,,367,4,9,627,11,23,0,52,30,73
NE4,YES,94,1,0,196,0,19,0,16,0,0
NE5,,401,0,0,460,0,17,0,18,0,6
