Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
PL16,,12,0,0,11,0,1,0,0,0,0
PL17,,41,0,0,0,0,4,0,50,12,78
PL18,,27,0,0,0,0,3,0,67,36,24
PL19,,81,1,0,122,0,9,0,0,0,0
PL20,,263,4,0,146,0,11,0,18,0,27
PL21,YES,44,0,0,104,0,8,0,38,0,0
PL22,,14,1,0,0,0,3,0,0,0,0
PL23,,10,0,0,0,0,3,0,0,0,0
PL24,,49,0,0,0,0,4,0,25,0,137
PL25,,137,1,0,0,0,9,0,33,0,267
PL26,,206,1,0,0,0,12,0,25,34,127
PL27,,241,3,0,0,46,6,0,50,3,122
PL28,,65,1,0,0,0,2,0,50,20,46
PL29,,0,0,0,0,0,1,0,100,0,11
PL30,,15,0,0,0,0,13,0,38,68,126
PL31,,72,0,0,0,0,7,0,14,0,36
PL32,,0,0,0,0,0,3,0,33,10,20
PL33,,0,0,0,0,0,1,0,0,0,0
PL34,,0,0,0,0,0,1,0,100,10,9
PL35,,0,0,0,0,0,1,0,100,0,10
PO1,YES,125,1,0,108,0,13,0,15,0,0
PO2,,308,7,0,292,24,27,20,37,0,190
PO3,,430,6,0,158,0,27,0,30,30,0
PO4,,71,1,0,0,0,12,0,33,0,102
PO5,,179,1,0,196,0,9,12,22,39,52
PO6,,155,0,11,303,0,30,0,3,0,23
PO7,,266,1,0,204,0,19,0,32,0,229
PO8,,191,1,0,159,112,16,0,38,5,23
PO9,,181,0,87,188,110,7,0,0,0,0
PO10,,41,0,0,120,0,1,0,0,0,0
PO11,,70,1,0,0,0,5,0,40,0,36
PO12,,364,4,0,0,0,16,0,38,0,200
PO13,,332,1,0,0,0,16,0,38,0,124
PO14,,357,0,66,26,60,19,65,32,0,140
PO15,,138,0,0,18,0,6,0,50,0,46
PO16,,342,1,0,0,0,11,0,45,0,252
PO17,,0,0,0,25,0,3,0,33,0,27
PO18,YES,0,1,0,72,0,6,0,33,0,0
PO19,,205,1,0,33,58,11,56,82,29,58
PO20,,187,1,0,47,0,10,0,30,0,97
PO21,,144,1,0,113,0,7,0,86,0,18
PO22,,0,2,0,0,0,7,0,14,0,90
PO30,,34,2,0,51,0,9,0,0,0,0
PO31,YES,210,0,0,51,0,4,0,25,0,0
PO32,,41,1,0,11,0,3,0,0,0,0
PO33,,111,0,0,47,0,12,0,42,0,30
PO34,,0,0,0,0,0,1,0,0,0,0
PO35,,40,0,0,0,0,1,0,0,0,0
PO36,,72,1,24,58,15,7,0,29,0,25
PO37,,22,0,0,0,0,2,0,0,0,0
PO38,,9,0,0,30,0,6,0,0,0,0
PO39,,0,0,0,0,0,1,0,0,0,0
PO40,,0,0,0,0,0,1,0,0,0,0
PO41,,0,0,0,0,0,1,0,0,0,0
PR1,,325,0,0,410,2,22,0,27,0,84
PR2,,367,4,9,627,11,23,0,52,30,73
PR3,YES,492,2,0,450,0,16,0,31,0,0
PR4,,307,3,0,351,0,10,0,20,0,101
PR5,,444,3,0,0,36,23,0,57,56,129
PR6,,454,7,0,24,0,21,0,67,140,335
PR7,,153,1,0,72,0,11,0,18,0,26
PR8,,264,0,0,0,56,16,0,13,0,28
PR9,,125,1,0,0,0,15,0,27,0,94
PR25,,207,6,0,0,60,18,0,44,98,29
PR26,,188,2,0,0,0,7,0,71,16,97
RG1,YES,298,1,0,187,0,10,0,10,0,0
RG2,,429,2,212,432,190,27,0,56,0,121
RG4,,413,1,0,464,6,32,14,44,104,282
RG5,,117,3,9,233,0,13,0,46,0,120
RG6,,112,0,0,208,0,12,0,42,0,73
RG7,,298,3,0,376,10,21,0,29,0,29
RG8,YES,94,1,0,196,0,19,0,16,0,0
RG9,,103,0,0,99,0,9,0,33,0,25
RG10,,23,2,0,115,0,20,0,10,101,0
RG12,,286,0,0,210,0,23,0,22,0,89
RG14,YES,447,0,0,260,0,20,0,35,0,0
RG17,,160,0,0,97,0,9,0,33,0,32
RG18,,142,1,0,223,0,14,0,21,56,103
RG19,,88,1,0,60,0,6,0,0,0,0
RG20,,164,1,0,182,0,18,0,11,0,82
RG21,,245,0,0,172,0,10,0,20,0,12
RG22,YES,148,3,0,255,0,27,0,26,0,0
RG23,,43,1,0,82,0,9,0,11,0,20
RG24,,366,1,0,286,14,19,0,32,37,65
RG25,,153,1,0,110,0,9,0,33,0,92
RG26,,131,0,0,137,0,9,0,0,0,0
RG27,,73,2,0,98,0,10,0,30,0,59
RG28,,203,2,0,57,0,10,0,0,0,0
RG29,,36,0,0,79,0,8,0,63,0,44
RG30,,342,1,0,420,0,14,0,43,0,189
RG31,,270,1,0,270,0,17,12,29,0,123
RG40,,195,6,0,121,0,13,0,15,0,146
RG41,,336,2,0,390,0,11,0,64,0,153
RG42,,86,0,0,130,0,17,0,29,0,21
RG45,,12,0,9,44,0,6,0,0,0,0
RH1,,195,0,124,310,0,13,0,23,72,90
RH2,,19,2,0,9,0,15,0,0,0,0
RH3,,31,0,58,59,28,4,6,50,0,30
RH4,,313,3,16,275,33,18,0,50,0,260
RH5,,0,2,0,0,0,10,0,0,0,0
RH6,,116,2,0,122,15,13,12,8,0,38
RH7,,114,1,73,192,42,22,0,14,0,111
RH8,YES,145,1,0,106,0,8,0,38,0,0
RH9,,29,1,0,49,0,8,0,0,0,0
RH10,,152,2,0,54,0,13,0,15,27,91
RH11,,119,1,0,82,3,4,0,50,0,86
RH12,YES,5,0,0,118,0,7,0,14,0,0
RH13,,92,0,0,111,0,10,0,60,0,39
RH14,,0,2,0,0,0,6,0,0,0,0
RH15,,95,2,0,43,0,17,0,18,0,42
RH16,,77,1,0,34,0,22,0,14,0,21
RH17,,52,0,0,61,0,4,0,25,0,34
RH18,,68,0,0,39,0,13,0,8,0,30
RH19,,29,0,0,25,0,15,0,13,0,20
RH20,,0,1,0,0,0,11,0,9,0,18
RM1,,0,0,0,0,0,13,0,0,0,0
RM2,,0,0,0,0,0,6,0,0,0,0
RM3,,0,0,0,0,0,14,0,0,0,0
RM4,,0,0,0,0,0,3,0,0,0,0
RM5,,0,2,0,0,0,3,0,0,0,0
RM6,,0,0,0,0,0,13,0,0,0,0
RM7,,0,0,0,0,0,7,0,0,0,0
RM8,,0,5,0,0,0,13,0,0,0,0
RM9,,0,1,0,0,0,14,0,0,0,0
RM10,,0,0,0,0,0,13,0,0,0,0
RM11,,0,3,0,0,0,11,0,0,0,0
RM12,,0,1,0,0,0,12,0,0,0,0
RM13,,0,0,0,0,0,11,0,0,0,0
RM14,,0,2,0,0,0,13,0,0,0,0
RM15,,76,2,0,109,0,10,0,10,0,72
RM16,,514,2,60,530,41,23,30,26,60,222
RM17,YES,42,0,0,76,0,8,0,13,0,0
RM18,,125,0,18,93,0,7,0,71,0,133
RM19,YES,14,0,0,7,0,2,0,50,0,0
RM20,YES,58,0,0,21,0,1,0,100,0,0
S1,,0,0,0,0,0,1,0,0,0,0
S2,,207,2,0,165,0,14,0,43,0,25
S3,,58,0,77,76,0,6,0,67,0,13
S4,,82,0,0,60,0,5,0,20,0,50
S5,,149,0,0,126,0,9,0,11,18,0
S6,,116,0,12,210,0,20,0,0,0,0
S7,,514,3,0,273,0,28,0,14,0,57
S8,,42,0,0,60,0,3,0,100,0,72
S9,,0,0,0,20,0,13,0,8,0,60
S10,,253,2,0,357,0,6,0,33,0,110
S11,YES,222,0,0,123,21,14,0,21,0,0
S12,YES,124,1,0,57,3,5,0,20,0,0
S13,,129,0,0,167,0,10,0,30,0,30
S14,,0,0,0,0,0,2,0,0,0,0
S17,,324,0,0,115,24,21,30,14,0,48
S18,,395,0,0,0,0,14,0,43,121,354
S20,,145,2,0,62,0,17,0,12,0,84
S21,,211,0,0,0,0,11,0,18,0,3
S25,,38,1,0,30,0,10,0,20,0,56
S26,,54,0,0,95,0,15,0,13,0,96
S32,,37,1,0,0,0,5,0,40,0,19
S33,,19,0,0,0,0,7,38,43,38,0
S35,,135,0,0,197,0,8,0,50,0,40
S36,,30,0,0,223,0,18,0,6,0,71
S40,,294,7,0,0,29,14,7,57,86,373
S41,,443,1,0,0,87,18,25,61,59,246
S42,,247,2,0,0,0,10,2,50,7,150
S43,,307,1,0,0,16,21,2,24,24,93
S44,,164,2,0,0,0,12,1,25,3,115
S45,,122,0,0,0,0,6,0,33,8,102
S60,,78,0,0,29,0,18,0,6,0,26
S61,,12,0,0,53,0,8,0,0,0,0
S62,,81,2,42,90,52,15,110,40,0,43
S63,,232,0,12,182,12,22,0,32,0,96
S64,,26,1,0,33,0,10,0,0,0,0
S65,,40,0,0,101,0,34,0,0,0,0
S66,,309,2,0,120,0,20,0,45,0,151
S70,,249,1,49,184,0,12,0,42,0,97
S71,,386,6,0,251,0,31,0,13,0,133
S72,,103,3,0,49,0,9,0,22,0,32
S73,,368,0,0,99,0,12,0,42,44,98
S74,,92,0,0,55,0,17,0,12,18,0
S75,,309,4,680,340,78,18,0,28,0,89
S80,,133,0,0,139,3,8,0,13,2,30
S81,,233,5,74,255,69,25,17,44,0,149
SE1,,0,2,0,0,0,27,0,0,0,0
SE2,,0,1,0,0,0,8,0,0,0,0
SE3,,0,2,0,0,0,18,0,0,0,0
SE4,,0,3,0,0,0,9,0,0,0,0
SE5,,0,4,0,0,0,18,0,0,0,0
SE6,,0,3,0,0,0,18,0,0,0,0
SE7,,0,3,0,0,0,9,0,0,0,0
SE8,,0,2,0,0,0,12,0,0,0,0
SE9,,0,3,0,0,0,29,0,0,0,0
SE10,,0,2,0,0,0,9,0,0,0,0
SE11,,0,2,0,0,0,14,0,0,0,0
SE12,,0,0,0,0,0,10,0,0,0,0
SE13,,0,2,0,0,0,8,0,0,0,0
SE14,,0,1,0,0,0,10,0,0,0,0
SE15,,0,2,0,0,0,28,0,0,0,0
SE16,,0,1,0,0,0,19,0,0,0,0
SE17,,0,0,0,0,0,12,0,0,0,0
SE18,,0,5,0,0,0,27,0,0,0,0
SE19,,0,3,0,0,0,12,0,0,0,0
SE20,,0,0,0,0,0,6,0,0,0,0
SE21,,0,2,0,0,0,11,0,0,0,0
SE22,,0,4,0,0,0,11,0,0,0,0
SE23,,0,3,0,0,0,14,0,0,0,0
SE24,,0,2,0,0,0,8,0,0,0,0
SE25,,0,2,0,0,0,13,0,0,0,0
SE26,,0,1,0,0,0,10,0,0,0,0
SE27,,0,4,0,0,0,6,0,0,0,0
SE28,,0,1,0,0,0,11,0,0,0,0
SG1,,157,2,0,167,0,19,0,47,0,46
SG2,,182,1,0,223,0,13,0,46,0,120
SG3,,85,3,0,96,0,21,0,0,0,0
SG4,,197,1,0,251,0,9,0,67,0,104
SG5,,161,2,0,116,0,17,0,71,0,73
SG6,,155,0,0,145,0,15,0,20,97,54
SG7,,241,1,0,63,0,25,0,8,0,68
SG8,YES,259,0,0,332,0,9,0,22,0,0
SG9,YES,56,1,0,32,0,8,0,13,0,0
SG10,,27,0,0,28,0,2,0,0,0,0
SG11,,125,1,0,106,0,8,0,75,24,120
SG12,,195,1,0,138,0,14,0,21,0,62
SG13,,212,4,0,109,74,37,30,46,90,219
SG14,,249,3,0,183,0,13,14,54,0,85
SG15,YES,49,0,0,0,0,2,0,50,0,0
SG16,,100,1,0,0,0,4,0,75,0,37
SG17,,160,0,0,0,0,6,0,50,0,56
SG18,,246,0,3,130,0,12,0,33,0,132
SG19,,66,0,0,84,0,11,0,27,0,51
SK1,,45,1,0,33,0,3,0,0,0,0
SK2,,155,2,0,106,0,9,0,33,0,33
SK3,,96,0,0,77,31,9,0,0,0,0
SK4,,239,1,9,256,0,14,0,36,66,222
SK5,,28,1,0,55,0,11,0,27,0,43
SK6,,228,4,0,283,9,13,0,38,0,88
SK7,,206,5,16,326,0,16,0,44,25,110
SK8,,477,3,9,553,15,21,0,62,0,219
SK9,,348,1,22,401,27,31,0,23,0,70
SK10,,346,2,29,479,71,21,0,29,0,168
SK11,,192,0,78,215,19,29,0,7,0,36
SK12,YES,220,2,0,224,0,5,0,20,0,0
SK13,,204,2,0,0,28,20,0,30,0,84
SK14,,295,1,0,240,0,14,0,0,0,0
SK15,,327,1,30,259,5,22,0,32,0,107
SK16,,43,1,0,48,0,9,0,22,0,46
SK17,,226,4,0,24,36,26,4,19,89,48
SK22,,130,0,0,0,32,9,0,67,0,76
SK23,,166,3,0,0,0,10,0,20,29,23
SL0,YES,41,1,0,52,0,12,0,8,0,0
SL1,,185,2,11,215,0,23,0,0,0,0
SL2,,175,1,17,237,0,12,0,58,0,132
SL3,,162,0,37,138,11,19,0,42,0,55
SL4,,292,10,43,301,34,14,0,57,0,60
SL5,,102,0,0,72,0,9,0,33,1,35
SL6,,248,0,0,365,0,13,73,54,25,54
SL7,,120,0,14,136,0,20,0,20,0,36
SL8,,48,0,0,0,0,3,0,33,0,24
SL9,YES,50,1,0,63,0,15,0,7,0,0
SM1,,0,3,0,0,0,11,0,0,0,0
SM2,,133,1,7,121,5,8,0,13,4,60
SM3,,0,0,0,0,0,9,0,0,0,0
SM4,,0,0,0,0,0,12,0,0,0,0
SM5,,0,3,0,0,0,18,0,0,0,0
SM6,,0,2,0,0,0,15,0,0,0,0
SM7,,171,0,0,211,0,16,0,13,0,77
SN1,,41,1,0,34,0,6,0,33,0,33
SN2,,18,1,0,53,0,5,0,40,0,27
SN3,,86,2,0,45,0,13,0,38,0,12
SN4,YES,94,1,0,62,0,6,0,67,0,0
SN5,,148,1,0,174,0,12,0,33,0,83
SN6,,106,2,8,87,10,13,18,15,0,88
SN7,,8,2,0,0,8,9,0,0,0,0
SN8,,190,1,0,199,0,17,0,24,0,114
SN9,,18,0,0,28,0,6,0,33,0,18
SN10,,53,1,0,76,0,6,0,33,0,58
SN11,YES,195,0,0,129,0,9,0,22,0,0
SN12,,162,5,0,54,0,24,0,25,0,319
SN13,,138,1,0,113,0,12,0,50,60,36
SN14,,110,1,15,68,15,26,9,15,0,5
SN15,,59,2,0,116,7,11,0,55,0,100
SN16,,73,0,0,80,0,6,0,67,0,90
SN25,,55,2,0,36,0,12,0,42,0,94
SN26,,0,0,0,0,0,1,0,0,0,0
SO14,YES,119,1,0,0,0,7,0,14,0,0
SO15,,261,0,0,0,0,14,0,0,0,0
SO16,,448,3,0,0,0,28,0,25,48,84
SO17,,101,0,0,0,0,5,0,20,0,36
SO18,YES,420,0,0,0,0,13,0,8,0,0
SO19,,197,1,0,0,0,19,0,37,89,36
SO20,,34,0,0,0,0,5,0,40,39,0
SO21,,154,0,0,181,0,21,0,19,0,112
SO22,,337,2,0,252,0,11,0,45,0,156
SO23,YES,161,1,0,143,0,13,0,8,0,0
SO24,YES,33,0,0,34,0,2,0,50,0,0
SO30,,120,0,0,229,0,24,0,8,0,84
SO31,,113,1,0,105,0,14,0,29,0,10
SO32,YES,192,3,0,261,0,20,0,20,0,0
SO40,YES,504,2,0,347,20,15,0,27,0,0
SO41,,281,1,0,203,0,12,0,58,0,101
SO42,,28,0,8,43,0,9,0,22,0,52
SO43,,0,1,0,0,0,4,0,0,0,0
SO45,,268,0,0,202,0,12,0,25,0,18
SO50,,452,4,47,365,9,42,0,17,0,268
SO51,,293,2,0,0,4,15,2,67,121,292
SO52,,55,1,0,0,30,2,0,0,0,0
SO53,,296,7,0,257,0,19,0,32,0,146
SP1,,140,1,0,167,0,10,0,20,12,94
SP2,,74,2,0,86,0,12,0,8,0,32
SP3,,38,2,0,21,0,8,0,75,0,8
SP4,,154,0,0,149,0,14,0,29,0,34
SP5,,177,0,53,122,9,10,0,20,0,58
SP6,,62,3,15,85,18,21,0,10,0,25
SP7,,44,0,0,91,0,12,0,8,0,20
SP8,,271,0,5,59,0,18,0,22,112,108
SP9,YES,38,0,0,11,0,5,0,40,0,0
SP10,,424,0,0,0,0,19,0,21,120,129
SP11,,255,0,0,24,6,22,0,41,30,123
SR1,,0,0,0,0,0,1,0,0,0,0
SR2,,145,2,0,209,0,25,0,20,0,48
SR3,,186,0,104,224,66,8,0,38,0,131
SR4,,178,2,0,184,0,12,0,17,0,70
SR5,,111,2,0,214,0,13,0,15,0,56
SR6,,409,1,7,384,0,12,0,58,0,84
SR7,,235,4,0,273,92,13,0,23,0,140
SR8,,102,0,0,93,0,5,0,40,0,27
SS0,,363,4,0,339,0,19,0,32,0,60
SS1,,288,0,0,300,18,17,0,41,0,167
SS2,,224,0,12,266,0,18,0,44,103,377
SS3,,53,0,0,129,0,5,0,60,0,82
SS4,,55,1,0,0,0,10,0,30,0,48
SS5,,118,2,0,0,0,5,0,20,0,24
SS6,,168,2,0,0,0,10,0,10,0,24
SS7,,217,6,0,0,0,18,36,44,18,132
SS8,,97,1,0,0,0,12,0,17,0,42
SS9,,518,3,0,410,36,38,0,34,15,43
SS11,,17,0,0,18,0,5,0,40,0,42
SS12,,68,1,0,54,0,5,0,0,0,0
SS13,YES,16,0,0,18,0,7,0,14,0,0
SS14,YES,41,0,0,9,40,10,0,50,0,0
SS15,,51,1,0,64,0,7,0,0,0,0
SS16,,92,0,26,55,80,8,80,50,85,21
SS17,YES,221,3,0,390,0,13,0,23,0,0
ST1,,96,0,0,149,0,18,0,6,0,28
ST2,,417,3,29,373,56,18,0,39,0,65
ST3,,449,4,0,584,0,22,0,64,0,150
ST4,YES,292,4,0,622,0,21,0,19,0,0
ST5,,689,5,0,730,0,36,0,25,0,155
ST6,YES,924,3,0,752,0,27,0,11,0,0
ST7,,267,3,40,421,15,21,24,29,30,170
ST8,,721,6,0,72,62,34,12,50,134,434
ST9,,228,3,10,224,7,15,0,27,0,46
ST10,,381,1,0,181,0,6,0,50,0,106
ST11,,376,3,0,253,0,24,0,29,45,183
ST12,,0,0,0,23,0,2,0,50,0,25
ST13,,99,0,0,95,0,5,0,40,0,92
ST14,,32,0,33,45,6,6,9,17,0,7
ST15,,417,6,0,526,0,20,0,20,0,135
ST16,YES,211,3,0,226,24,15,0,13,0,0
ST17,,754,1,0,864,0,19,0,32,0,284
ST18,,111,0,0,194,0,12,0,25,0,52
ST19,,0,0,0,0,0,14,60,7,60,48
ST20,,98,2,0,70,0,10,0,30,23,96
ST21,,220,2,0,36,0,16,0,31,0,173
SW1E,,0,0,0,0,0,1,0,0,0,0
SW1H,,0,0,0,0,0,1,0,0,0,0
SW1P,,0,1,0,0,0,10,0,0,0,0
SW1V,,0,0,0,0,0,7,0,0,0,0
SW1W,,0,0,0,0,0,5,0,0,0,0
SW1X,,0,0,0,0,0,5,0,0,0,0
SW2,,0,7,0,0,0,16,0,0,0,0
SW3,,0,0,0,0,0,10,0,0,0,0
SW4,,0,1,0,0,0,17,0,0,0,0
SW5,,0,0,0,0,0,5,0,0,0,0
SW6,,0,1,0,0,0,25,0,0,0,0
SW7,,0,0,0,0,0,9,0,0,0,0
SW8,,0,0,0,0,0,9,0,0,0,0
SW9,,0,4,0,0,0,12,0,0,0,0
SW10,,0,0,0,0,0,6,0,0,0,0
SW11,,0,1,0,0,0,24,0,0,0,0
SW12,,0,0,0,0,0,16,0,0,0,0
SW13,,0,0,0,0,0,6,0,0,0,0
SW14,,0,0,0,0,0,6,0,0,0,0
SW15,,0,1,0,0,0,26,0,0,0,0
SW16,,0,4,0,0,0,16,0,0,0,0
SW17,,0,1,0,0,0,24,0,0,0,0
SW18,,0,2,0,0,0,18,0,0,0,0
SW19,,0,1,0,0,0,31,0,0,0,0
SW20,,0,0,0,0,0,14,0,0,0,0
SY1,,273,3,0,190,99,24,12,21,0,96
SY2,YES,80,0,0,79,0,12,0,8,0,0
SY3,,89,3,24,125,0,8,0,25,34,30
SY4,,187,1,0,148,14,9,0,33,0,98
SY5,,185,0,8,159,0,14,0,14,0,139
SY6,YES,69,0,0,42,0,7,0,29,0,0
SY7,,357,3,0,128,0,30,0,13,0,162
SY8,YES,84,0,0,152,0,6,0,33,0,0
SY9,YES,0,0,29,0,0,3,0,33,0,0
SY10,,96,1,0,118,0,9,16,22,0,33
SY11,,340,1,0,190,27,13,3,31,0,91
SY12,,50,0,0,22,0,6,0,50,0,24
SY13,,38,1,1,16,14,10,0,0,0,0
SY14,,244,2,0,38,0,15,0,53,0,229
SY15,,0,0,0,0,0,1,0,0,0,0
SY16,,0,1,0,0,0,0,0,0,0,0
SY22,,0,1,0,0,0,0,0,0,0,0
TA1,,111,2,0,177,0,13,0,31,0,101
TA2,,68,2,0,92,0,9,0,22,0,42
TA3,,77,0,0,85,0,10,0,0,0,0
TA4,,116,3,0,76,0,20,0,20,0,107
TA5,,12,0,0,14,0,7,0,29,0,30
TA6,,98,2,0,134,0,11,0,27,35,328
TA7,,78,2,0,92,0,18,0,22,0,69
TA8,,63,0,10,46,0,17,0,29,84,41
TA9,,12,0,0,21,0,8,0,0,0,0
TA10,,39,3,0,105,0,15,0,20,0,10
TA11,YES,0,0,0,39,24,4,0,50,0,0
TA12,,37,0,0,36,0,3,0,0,0,0
TA13,,24,0,0,24,0,2,0,100,0,18
TA14,,6,0,0,12,0,3,0,67,0,30
TA15,,0,0,0,0,0,1,0,100,0,24
TA16,,0,0,0,0,0,1,0,0,0,0
TA17,,0,0,0,0,0,1,0,0,0,0
TA18,,0,0,0,0,0,8,0,0,0,0
TA19,,12,0,0,0,0,6,0,17,0,31
TA20,,54,1,0,84,0,10,0,30,0,23
TA21,,57,0,0,44,0,8,0,13,0,24
TA22,,24,0,0,22,0,2,0,50,0,18
TA23,,0,0,0,0,0,2,0,0,0,0
TA24,,0,1,0,0,0,9,0,0,0,0
TD15,,106,0,0,49,38,10,0,10,0,22
TF1,,199,2,27,94,12,21,0,24,40,74
TF2,,132,2,0,62,0,12,0,17,0,12
TF3,,121,1,36,108,16,16,0,69,0,109
TF4,,47,2,0,18,0,11,0,0,0,0
TF5,,0,0,0,120,0,3,0,33,0,26
TF6,,27,0,0,29,0,5,0,20,0,36
TF7,,141,0,0,84,0,10,0,60,0,22
TF8,,22,0,0,19,0,2,0,0,0,0
TF9,,99,2,0,101,0,14,0,21,0,10
TF10,,119,0,0,230,0,4,0,25,0,55
TF11,,84,1,0,50,12,6,0,17,0,46
TF12,,150,4,0,89,0,10,0,50,0,79
TF13,,0,0,0,22,0,3,0,33,0,17
TN1,,0,0,0,0,0,1,0,0,0,0
TN2,,49,3,148,55,65,10,27,40,0,23
TN3,,114,1,0,50,0,7,0,14,0,17
TN4,,220,3,0,34,0,15,0,47,0,141
TN5,,117,0,0,70,0,3,0,100,0,192
TN6,,241,0,4,168,4,15,0,20,0,58
TN7,YES,26,0,0,20,0,2,0,50,0,0
TN8,,15,0,0,9,0,6,0,17,0,22
TN9,YES,169,1,0,40,0,5,0,40,0,0
TN10,,26,0,0,16,0,6,0,0,0,0
TN11,,40,1,21,77,24,11,0,36,0,76
TN12,,89,2,0,30,0,10,0,0,0,0
TN13,,102,3,0,211,0,16,0,6,0,44
TN14,,200,2,34,173,0,20,0,0,0,0
TN15,,101,0,16,74,16,5,0,60,0,34
TN16,,13,3,0,0,0,7,0,29,0,43
TN17,,38,0,0,67,0,10,0,30,0,18
TN18,,22,0,0,40,0,5,0,0,0,0
TN19,YES,57,1,0,32,0,3,0,67,0,0
TN20,,21,0,0,13,0,4,0,25,0,21
TN21,YES,98,0,0,106,0,8,0,13,0,0
TN22,,258,5,11,287,0,13,0,38,0,115
TN23,,426,0,0,0,95,15,61,67,94,377
TN24,,72,1,0,0,0,13,0,31,0,212
TN25,,127,3,0,34,0,14,0,29,12,60
TN26,,70,0,0,30,0,4,0,50,0,46
TN27,,75,0,0,31,0,8,0,38,0,12
TN28,,0,0,0,0,0,3,0,0,0,0
TN29,,36,0,0,35,0,4,0,25,0,56
TN30,,34,0,0,0,0,6,0,0,0,0
TN31,,36,0,0,79,0,10,0,30,0,49
